ああ	嗚呼
えこーちぇんばーか	エコーチェンバー化
えこーちぇんばーこうか	エコーチェンバー効果
えじき	壊色
えすかとら	反救世譚
えすけーぷもじ	エスケープ文字
えすててぃか	鬼畜美学
えせかがく	似非科学
えそう	壊相
えぞ	恵蘇
えたーるきほんぐん	エタール基本群
えだ	役
えだ	枝
えだのは	枝葉
えちがわ	愛知川
えっぐまん	卵男
えっこくぶんこ	越國文庫
えっせい	永世
えとう	江藤
えど	江戸
えど	穢土
えどあるど	エドアルド
えどたな	江戸店
えどど	江戸戸
えどわーどざんげおう	エドワード懺悔王
えなが	選永
えなたけみみのみこと	恵奈武耳命
えなめる	琺瑯質
えにわ	恵庭
えのかわ	可愛川
えのきだ	榎田
えのやま	可愛山
えば	江波
えばらのしょう	荏原庄
えびおりがみ	海老折神
えびがたなだいみょうおろし	海老刀大名おろし
えびごて	海老籠手
えびす	恵比寿
えびすちょうえき	恵美須町駅
えびぜめ	海老責
えびでぃすく	海老ディスク
えびはらりよこ	蝦原理代子
えびばさみ	海老ばさみ
えびばさみほんてがえし	海老ばさみ本手返し
えびろくりんだん	海老六輪弾
えぴそーど	挿話集
えふとり	冒険譚
えほば	江帆波
えまき	絵巻
えみこ	恵美子
えめらるど	緑玉
えやみ	病疾
えら	択
えら	鰓
えり	簄
えり	英莉
えりおっとはどう	エリオット波動
えりか	恵梨香
えりな	恵理奈
えりーと	将
えるだー	大老
えるだーどらごんぞく	混代竜族
えるだーゔぁんぱいあ	高位の吸血鬼
えるふぇんりーと	魔王の凱歌
えるれいのはこ	エルレイの匣
えれくたー	有権者
えれじー	望郷歌
えれめんとしゅうげきは	五大元素蹴撃破
えん	塩
えん	炎
えん	閻
えんあん	宴安
えんうじ	役氏
えんえいけんのろし	煙叡剣狼煙
えんえんちょうだのじゅつ	蜿蜒超蛇の術
えんおう	延応
えんおう	鴛鴦
えんかべんぞいる	塩化ベンゾイル
えんがる	遠軽
えんきごう	円記号
えんきどう	円軌道
えんきはいれつ	塩基配列
えんきん	遠近
えんくう	円空
えんくうざん	陥空山
えんこう	遠高
えんごう	閻剛
えんさいくろぴぢあ	百科通覧
えんしぇんとどらごん	真竜
えんしぇんとどらごん	神代竜族
えんしょう	塩沼
えんしんしきあっしゅくき	遠心式圧縮機
えんじ	偃路
えんじ	園兒
えんじ	臙脂
えんじいろ	臙脂色
えんじぇる	怪物
えんじゃく	燕雀
えんじゅ	槐
えんじょう	円成
えんじょうは	炎上破
えんじん	炎神
えんじんきしぜん	炎刃騎士漸
えんじんだいしょうぐん	炎神大将軍
えんそう	演奏
えんそうしゃ	演奏者
えんちゃんたー	付与術師
えんちゃんたー	執行者
えんちゃんと	口寄せ
えんとく	延徳
えんどう	遠藤
えんにちもの	縁日物
えんのうばそく	役優婆塞
えんのぎょうじゃ	役行者
えんぷてぃ	銘無し
えんぺらーどらごん	竜王
えんほう	燕邦
えんぽう	延宝
えんまだいおう	閻魔大王
えんまだいかりん	焔摩大火輪
えんまらじゃ	閻魔羅闍
えんみ	厭魅
えんみこどく	厭魅蠱毒
えんらおう	閻羅王
えんりゃく	延暦
えんりゅう	炎竜
えんりゅうげき	炎龍撃
えんりゅうせんぷうげきは	炎龍旋風撃波
えんれつだん	焔裂断
えゔぉるたー	精霊操者
おあつらえむき	御誂向
おい	於
おい	置
おい	美味
おいし	生石
おいずる	笈摺
おいそ	老蘇
おいぬあな	生犬穴
おいまいけ	男井間池
おう	応
おうあん	応安
おういん	王印
おうか	黄花
おうかしょう	桜花賞
おうかんすう	凹関数
おうきしちせいは	王気七星破
おうきゅう	王宮
おうぎまち	扇町
おうご	小河
おうごんきしがろ	黄金騎士ガロ
おうごんきしがろ	黄金騎士牙狼
おうごんきしがろおん	黄金騎士ガロ闇
おうごんきしがろしょう	黄金騎士ガロ翔
おうごんけん	黄金剣
おうごんじょおうれでぃごーるど	黄金女王レディゴールド
おうさか	逢坂
おうさにょぜかん	応作如是観
おうしゅう	王湫
おうしゅうしりつひがしみずさわちゅうがっこう	奥州市立東水沢中学校
おうしょう	横生
おうしょくくみあい	黄色組合
おうずいこう	黄瑞香
おうそうけい	黄宗敬
おうたい	黄体
おうち	楝
おうちょう	応長
おうつい	殴槌
おうとうへんすう	応答変数
おうとく	応徳
おうにん	応仁
おうのこおり	意宇郡
おうはい	王配
おうばくさん	黄檗山
おうばくしゅう	黄檗宗
おうぶん	横文
おうべい	欧米
おうべいしょこく	欧米諸国
おうべいしょこくじん	欧米諸国人
おうほう	応保
おうみ	淡海
おうみ	近江
おうむしんりきょうほうそう	オウム真理教放送
おうりんがろ	鷹麟牙狼
おうりんちょう	鷹麟鳥
おうりんのや	鷹麟の矢
おうわ	応和
おえつ	嗚咽
おお	大
おおあざじゅうろくちょう	大字拾六町
おおあざはねど	大字羽根戸
おおあま	大海人
おおいけ	大池
おおいなるいち	巨イナル一
おおいなるたそがれ	巨イナル黄昏
おおいわい	大祝
おおうち	大内
おおおよそ	大凡
おおかみいろ	狼色
おおかみおとこ	狼男
おおかみざ	おおかみ座
おおかみしゅりけん	狼手裏剣
おおかや	大萱
おおかわ	大川
おおかわ	大河
おおかわばた	大川端
おおがい	大会
おおがたしんじん	大型神陣
おおがわら	大川原
おおき	大
おおき	大木
おおぎまち	扇町
おおくさかのきみ	大日下王
おおくにぬしのかみ	大国主神
おおぐす	大楠
おおぐもだいしゅりょう	大蜘蛛大首領
おおげつひめのかみ	大気都比売神
おおこうち	大河内
おおさか	大阪
おおさかかぶきざ	大阪歌舞伎座
おおさかしろな	大阪しろな
おおさかもん	大阪産
おおさき	大崎
おおさざきのみこと	大雀命
おおすかんのんどおり	大須観音通
おおすが	大須賀
おおすげ	大菅
おおすまち	大須町
おおすみけ	大角家
おおず	大州
おおずまち	大洲町
おおぞら	大空
おおぞら	穹蒼
おおぞらぎり	大空斬り
おおぞらだいちぎり	大空大地斬り
おおた	太田
おおたけ	大武
おおたしもまち	太田下町
おおたらしひこおしろわけのすめらみこと	大帯日子於斯呂和気天皇
おおだいこ	大太鼓
おおち	邑智
おおつか	大塚
おおづち	青土
おおづつ	大砲
おおとしのかみ	大年神
おおとちのかみ	大橡神
おおとの	大殿
おおとのすめらみこと	男大迹天皇
おおとり	鳳
おおどじま	大戸島
おおどのみこと	袁本杼命
おおなむちのみこと	大己貴命
おおぬさ	大麻
おおの	大野
おおはつせわかたけのみこと	大長谷若建命
おおはまかはんどおり	大浜河畔通り
おおはまどおり	大浜通り
おおはらのむら	大原野村
おおばく	大博
おおばやし	大林
おおひばし	大樋橋
おおひら	大平
おおひるめのむちのかみ	大日霊貴尊
おおぶか	大深
おおぶち	大淵
おおほうり	大祝
おおほり	大濠
おおほりこうえん	大濠公園
おおぼしゆらのすけ	大星由良之助
おおぼねおつ	大骨折
おおまた	大股
おおまちだんち	大町団地
おおみや	大宮
おおみやじ	大宮主
おおむら	大村
おおものぬしのかみ	大物主神
おおもん	大門
おおやがわ	大谷川
おおやけ	公
おおやすみやま	大休山
おおやすみやまどおり	大休山通り
おおやまつみのかみ	大山祇命
おおやまづみじんじゃあとこうえん	大山祇神社跡公園
おおやまとたらしひこくにおしひとのみこと	大倭帯日子国押人命
おおやまとねこひこくにくるのみこと	大倭根子日子国玖琉命
おおやまとねこひこふとにのみこと	大倭根子日子賦斗迩命
おおやまとひこすきとものみこと	大倭日子鍬友命
おおやまねずのみこと	大山ねずの命
おおやままち	大山町
おおやまもりのみこと	大山守命
おおわだのとまり	大輪田泊
おか	地
おか	岡
おか	陵
おか	陸
おかざき	岡崎
おかざわ	丘沢
おかしなしすたーず	お菓子なシスターズ
おかだ	岡田
おかだま	丘珠
おかちまち	御徒町
おかにん	陸忍
おかみ	主上
おかみ	聖上
おかゆ	おかゆ
おかよう	陸用
おがいと	小垣内
おがたとしくに	緒方季晋
おがわらこ	小川原湖
おき	熾
おきだいとうじま	沖大東島
おきついわたてのかみ	奥津石建神
おきて	掟
おきなかし	沖仲仕
おきなが	息長
おきはまいなりじんじゃ	沖濱稲荷神社
おきび	熾火
おきめのおみな	置目老媼
おきんたいがわ	沖台川
おぎはぎのみこと	意岐萩命
おぎわら	荻原
おく	屋
おく	置
おく	送
おくい	奥井
おくうあいぜん	屋烏愛染
おくがき	奥書
おくだ	奥田
おくづけ	奥付
おくとろわ	入市関税
おくひのつち	奥火の土
おくぶたえ	奥二重
おくりな	諡
おぐら	小倉
おぐろ	尾畔
おけのみこと	意祁命
おこ	起
おこう	神使
おこた	懈
おことひめ	於琴姫
おこのみしだい	御好次第
おこり	瘧
おごそ	厳
おごそ	小許曽
おさかべ	刑部
おさごうや	長高野
おさだ	訳語田
おさつ	長都
おさつまわくごのすくねのみこ	男浅津間若子宿禰王
おさない	小佐内
おさむ	宰
おさらいかい	温習会
おさん	阿三
おさんなんみん	お産難民
おざさ	小笹
おざわ	小沢
おし	唖
おし	忍
おし	惜
おし	推
おしきの	青色野
おしくま	押熊
おしくまのみこ	忍熊王
おしひろ	拡
おしぶね	押船
おしべ	雄蕊
おしみのみやつこのおおくに	忍海造大国
おしゃもじん	男石神社
おしょういお	和尚魚
おしょうろぶね	お精霊舟
おじ	伯父
おじけ	怖気
おじさんこうぶん	おじさん構文
おすえ	御末
おすたにあ	東国
おすべだい	尾芼台
おせちご	長稚児
おぜき	小磧
おそ	恐
おそごえ	獺越
おそれのちから	恐れの力
おた	小田
おたえ	於妙
おたく	偽恋
おたつま	御立馬
おたふくかい	御多福会
おたる	小樽
おだ	小田
おちあいふしなりきゅうり	落合節成胡瓜
おちくぼ	乙窪
おちけん	落研
おちゃまん	大茶万
おちゃや	御茶屋
おちわけのみこと	於知別命
おっかけ	追っかけ
おっさか	忍坂
おっちゅう	淡中
おっとせい	海狗腎
おっぱがわ	追波川
おっぺがわ	越辺川
おついち	乙一
おつむ	頭
おでさん	五台山
おと	墜
おと	声
おとう	御頭
おとえい	乙頴
おとぎみ	弟君
おとこ	漢
おとこ	男
おとこい	乙女恋
おとこがさ	男笠
おとだけ	音田家
おとな	音無
おとひ	弟日
おとひひめこ	弟日姫子
おとひめはーとでらぶきゅうでん	乙姫心で恋宮殿
おとまね	音真似
おとめ	童女
おともにんしゅりけん	オトモ忍シュリケン
おとり	囮
おとりさま	お酉様
おとりやく	囮役
おとろ	衰
おとわ	音羽
おど	小戸
おどし	脅迫
おどろ	駭
おどろ	驚
おなぎ	小名木
おなご	女子
おなり	御成
おにうち	鬼打ち
おにおど	鬼威
おにこうべ	鬼首
おにご	鬼子
おにたけまる	鬼剛丸
おにどめ	鬼止め
おににわ	鬼庭
おにばらい	鬼払い
おにびしれい	鬼火司令
おにびばしら	鬼火柱
おにへい	鬼平
おにへいはんかちょう	鬼平犯科帳
おにまる	鬼丸
おにゅう	遠敷
おぬしゅ	鬼主
おの	己
おのおの	各
おのおのこと	各異
おのこう	小野高
おのずか	自
おのだ	小野田
おのでら	小野寺
おのみなと	雄湊
おのれ	己
おはつせのわかさざきのみこと	小長谷若雀命
おばば	老奶奶
おばまにちゅう	小浜二中
おひきずり	お引き摺り
おびただ	夥
おびつ	帯津
おびれ	尾鰭
おぶち	尾駮
おぶつそうじほう	汚物掃除法
おぺ	執刀
おほ	大
おほうみ	大海
おほきさき	大后
おほさぎのみかど	大雀皇帝
おほさざきのみこと	大雀命
おほたらしひこおしろわけのすめらみこと	大帯日子淤斯呂和氣天皇
おほとのべ	大斗乃辨神
おほどのみこと	袁本杼命
おほはつせのわかたけ	大泊瀬稚武
おほはつせわかたけのみこと	大長谷若建命
おほみ	大御
おほみうた	御製歌
おほみこと	勅命
おほみこと	詔
おほみこと	詔旨
おほものぬしのかみ	大物主神
おほやけ	公
おほやまとたらしひこくにおしひとのみこと	大倭帯日子國押人命
おほやまとねこひこくにくるのみこと	大倭根子日子國玖琉命
おほやまとねこひこふとにのみこと	大倭根子日子賦斗邇命
おほやまとひこすきとものみこと	大倭日子鉏友命
おぼ	覚
おぼ	覺
おまえいけ	御前池
おまえさき	御前崎
おまへ	汝
おむにあ	森羅万象
おむら	御紫
おめ	御馬
おめがこうほう	オメガ航法
おも	思
おも	想
おも	欲
おもいつ	思付
おもいつき	思付
おもかげ	俤
おもしろ	面白
おもちち	母父
おもて	表
おもてけい	表罫
おものがわ	鬼面川
おもひつき	思付
おもほしめす	所念行
おもむき	致
おもむろ	徐
おもり	錘
おや	親
おやこさんだいにんれつざん	親子三代忍烈斬
おゆき	お雪
およ	凡
およ	及
おら	俺
おらんだ	荷蘭
おらんだご	オランダ語
おらんだまる	和蘭丸
おりあげごうてんじょう	折上格天井
おりかえしざつおん	折り返し雑音
おりがみだいかいほう	折神大開砲
おりさき	御裏崎
